VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,cpe_match_string,nvd_api_url
Smartketer LLC,JS Charts,Charting,Web Tools & Plugins,smartketer,js_charts,cpe:2.3:a:smartketer:js_charts:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:smartketer:js_charts:*:*:*:*:*:*:*
YCharts Inc.,YCharts,Charting,Web Tools & Plugins,ycharts,ycharts,cpe:2.3:a:ycharts:ycharts:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ycharts:ycharts:*:*:*:*:*:*:*
Lightbox,Lightbox,Other Web Tools & Plugins,Web Tools & Plugins,lightbox,lightbox,cpe:2.3:a:lightbox:lightbox:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lightbox:lightbox:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Dreamweaver,Other Web Tools & Plugins,Web Tools & Plugins,adobe,adobe_dreamweaver,cpe:2.3:a:adobe:adobe_dreamweaver:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_dreamweaver:*:*:*:*:*:*:*
Jetpack,JetPack,Other Web Tools & Plugins,Web Tools & Plugins,jetpack,jetpack,cpe:2.3:a:jetpack:jetpack:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:jetpack:jetpack:*:*:*:*:*:*:*
Adobe Systems Inc.,ColdFusion,Other Web Tools & Plugins,Web Tools & Plugins,adobe,coldfusion,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Scene7,Other Web Tools & Plugins,Web Tools & Plugins,adobe,adobe_scene7,cpe:2.3:a:adobe:adobe_scene7:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_scene7:*:*:*:*:*:*:*
BugHerd,BugHerd,Other Web Tools & Plugins,Web Tools & Plugins,bugherd,bugherd,cpe:2.3:a:bugherd:bugherd:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bugherd:bugherd:*:*:*:*:*:*:*
dokuwiki.org,DokuWiki,Other Web Tools & Plugins,Web Tools & Plugins,dokuwiki_org,dokuwiki,cpe:2.3:a:dokuwiki_org:dokuwiki:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dokuwiki_org:dokuwiki:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe RoboHelp,Other Web Tools & Plugins,Web Tools & Plugins,adobe,adobe_robohelp,cpe:2.3:a:adobe:adobe_robohelp:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_robohelp:*:*:*:*:*:*:*
iubenda,iubenda,Other Web Tools & Plugins,Web Tools & Plugins,iubenda,iubenda,cpe:2.3:a:iubenda:iubenda:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:iubenda:iubenda:*:*:*:*:*:*:*
Observepoint Llc,ObservePoint,Other Web Tools & Plugins,Web Tools & Plugins,observepoint,observepoint,cpe:2.3:a:observepoint:observepoint:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:observepoint:observepoint:*:*:*:*:*:*:*
Froala,Froala Editor,Other Web Tools & Plugins,Web Tools & Plugins,froala,froala_editor,cpe:2.3:a:froala:froala_editor:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:froala:froala_editor:*:*:*:*:*:*:*
Calam,Calameo,Other Web Tools & Plugins,Web Tools & Plugins,calam,calameo,cpe:2.3:a:calam:calameo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:calam:calameo:*:*:*:*:*:*:*
Quill,Quill,Other Web Tools & Plugins,Web Tools & Plugins,quill,quill,cpe:2.3:a:quill:quill:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:quill:quill:*:*:*:*:*:*:*
Usablenet,Usablenet,Other Web Tools & Plugins,Web Tools & Plugins,usablenet,usablenet,cpe:2.3:a:usablenet:usablenet:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:usablenet:usablenet:*:*:*:*:*:*:*
jekyll,Jekyll,Other Web Tools & Plugins,Web Tools & Plugins,jekyll,jekyll,cpe:2.3:a:jekyll:jekyll:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:jekyll:jekyll:*:*:*:*:*:*:*
Moovweb,Moovweb,Other Web Tools & Plugins,Web Tools & Plugins,moovweb,moovweb,cpe:2.3:a:moovweb:moovweb:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:moovweb:moovweb:*:*:*:*:*:*:*
Ontraport,ONTRApages,Other Web Tools & Plugins,Web Tools & Plugins,ontraport,ontrapages,cpe:2.3:a:ontraport:ontrapages:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ontraport:ontrapages:*:*:*:*:*:*:*
Landingi,Landingi,Other Web Tools & Plugins,Web Tools & Plugins,landingi,landingi,cpe:2.3:a:landingi:landingi:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:landingi:landingi:*:*:*:*:*:*:*
Mollom,Mollom,Other Web Tools & Plugins,Web Tools & Plugins,mollom,mollom,cpe:2.3:a:mollom:mollom:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mollom:mollom:*:*:*:*:*:*:*
OptimizePress,OptimizePress,Other Web Tools & Plugins,Web Tools & Plugins,optimizepress,optimizepress,cpe:2.3:a:optimizepress:optimizepress:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:optimizepress:optimizepress:*:*:*:*:*:*:*
GatherContent,GatherContent,Other Web Tools & Plugins,Web Tools & Plugins,gathercontent,gathercontent,cpe:2.3:a:gathercontent:gathercontent:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:gathercontent:gathercontent:*:*:*:*:*:*:*
Faithlife Corp,Logos Reftagger,Other Web Tools & Plugins,Web Tools & Plugins,faithlife,logos_reftagger,cpe:2.3:a:faithlife:logos_reftagger:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:faithlife:logos_reftagger:*:*:*:*:*:*:*
Onswipe,Onswipe,Other Web Tools & Plugins,Web Tools & Plugins,onswipe,onswipe,cpe:2.3:a:onswipe:onswipe:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:onswipe:onswipe:*:*:*:*:*:*:*
localendar.com,localendar,Other Web Tools & Plugins,Web Tools & Plugins,localendar_com,localendar,cpe:2.3:a:localendar_com:localendar:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:localendar_com:localendar:*:*:*:*:*:*:*
KickoffLabs LLC,KickoffLabs,Other Web Tools & Plugins,Web Tools & Plugins,kickofflabs,kickofflabs,cpe:2.3:a:kickofflabs:kickofflabs:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:kickofflabs:kickofflabs:*:*:*:*:*:*:*
getpelican,Pelican,Other Web Tools & Plugins,Web Tools & Plugins,getpelican,pelican,cpe:2.3:a:getpelican:pelican:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:getpelican:pelican:*:*:*:*:*:*:*
FreeTextBox,FreeTextBox,Other Web Tools & Plugins,Web Tools & Plugins,freetextbox,freetextbox,cpe:2.3:a:freetextbox:freetextbox:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:freetextbox:freetextbox:*:*:*:*:*:*:*
dotclear.org,Dotclear,Other Web Tools & Plugins,Web Tools & Plugins,dotclear_org,dotclear,cpe:2.3:a:dotclear_org:dotclear:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dotclear_org:dotclear:*:*:*:*:*:*:*
TWiki.org,TWiki,Other Web Tools & Plugins,Web Tools & Plugins,twiki_org,twiki,cpe:2.3:a:twiki_org:twiki:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:twiki_org:twiki:*:*:*:*:*:*:*
Question2Answer,Question2Answer,Other Web Tools & Plugins,Web Tools & Plugins,question2answer,question2answer,cpe:2.3:a:question2answer:question2answer:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:question2answer:question2answer:*:*:*:*:*:*:*
jAlbum.net,jAlbum,Other Web Tools & Plugins,Web Tools & Plugins,jalbum_net,jalbum,cpe:2.3:a:jalbum_net:jalbum:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:jalbum_net:jalbum:*:*:*:*:*:*:*
WebAssist,WebAssist,Other Web Tools & Plugins,Web Tools & Plugins,webassist,webassist,cpe:2.3:a:webassist:webassist:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:webassist:webassist:*:*:*:*:*:*:*
XWiki,XWiki,Other Web Tools & Plugins,Web Tools & Plugins,xwiki,xwiki,cpe:2.3:a:xwiki:xwiki:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:xwiki:xwiki:*:*:*:*:*:*:*
Marfeel Solutions Sl,Marfeel,Other Web Tools & Plugins,Web Tools & Plugins,marfeel_solutions_sl,marfeel,cpe:2.3:a:marfeel_solutions_sl:marfeel:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:marfeel_solutions_sl:marfeel:*:*:*:*:*:*:*
Lander Inc,LanderApp,Other Web Tools & Plugins,Web Tools & Plugins,lander,landerapp,cpe:2.3:a:lander:landerapp:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:lander:landerapp:*:*:*:*:*:*:*
Landing Lion,Landing Lion,Other Web Tools & Plugins,Web Tools & Plugins,landing_lion,landing_lion,cpe:2.3:a:landing_lion:landing_lion:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:landing_lion:landing_lion:*:*:*:*:*:*:*
OneSignal Inc.,Onesignal,Push Notifications,Web Tools & Plugins,onesignal,onesignal,cpe:2.3:a:onesignal:onesignal:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:onesignal:onesignal:*:*:*:*:*:*:*
Roost,Roost,Push Notifications,Web Tools & Plugins,roost,roost,cpe:2.3:a:roost:roost:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:roost:roost:*:*:*:*:*:*:*
Notify Visitors,NotifyVisitors,Push Notifications,Web Tools & Plugins,notify_visitors,notifyvisitors,cpe:2.3:a:notify_visitors:notifyvisitors:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:notify_visitors:notifyvisitors:*:*:*:*:*:*:*
Wingify,PushCrew,Push Notifications,Web Tools & Plugins,wingify,pushcrew,cpe:2.3:a:wingify:pushcrew:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:wingify:pushcrew:*:*:*:*:*:*:*
iZooto,iZooto,Push Notifications,Web Tools & Plugins,izooto,izooto,cpe:2.3:a:izooto:izooto:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:izooto:izooto:*:*:*:*:*:*:*
Aimtell LLC,Aimtell,Push Notifications,Web Tools & Plugins,aimtell,aimtell,cpe:2.3:a:aimtell:aimtell:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:aimtell:aimtell:*:*:*:*:*:*:*
foxpush.com,Fox push,Push Notifications,Web Tools & Plugins,foxpush_com,fox_push,cpe:2.3:a:foxpush_com:fox_push:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:foxpush_com:fox_push:*:*:*:*:*:*:*
Algolia Inc.,Algolia,Site Search,Web Tools & Plugins,algolia,algolia,cpe:2.3:a:algolia:algolia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:algolia:algolia:*:*:*:*:*:*:*
Google,Google Custom Search,Site Search,Web Tools & Plugins,google,google_custom_search,cpe:2.3:a:google:google_custom_search:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:google:google_custom_search:*:*:*:*:*:*:*
Oracle,Oracle Endeca Guided Search,Site Search,Web Tools & Plugins,oracle,oracle_endeca_guided_search,cpe:2.3:a:oracle:oracle_endeca_guided_search:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:oracle:oracle_endeca_guided_search:*:*:*:*:*:*:*
InstantSearch+,Instant Search Plus,Site Search,Web Tools & Plugins,instantsearch+,instant_search_plus,cpe:2.3:a:instantsearch+:instant_search_plus:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:instantsearch+:instant_search_plus:*:*:*:*:*:*:*
Cludo ApS,Cludo,Site Search,Web Tools & Plugins,cludo_aps,cludo,cpe:2.3:a:cludo_aps:cludo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:cludo_aps:cludo:*:*:*:*:*:*:*
GroupBy Inc.,GroupBy,Site Search,Web Tools & Plugins,groupby,groupby,cpe:2.3:a:groupby:groupby:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:groupby:groupby:*:*:*:*:*:*:*
Nextopia,Nextopia,Site Search,Web Tools & Plugins,nextopia,nextopia,cpe:2.3:a:nextopia:nextopia:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:nextopia:nextopia:*:*:*:*:*:*:*
dtSearch,dtSearch,Site Search,Web Tools & Plugins,dtsearch,dtsearch,cpe:2.3:a:dtsearch:dtsearch:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dtsearch:dtsearch:*:*:*:*:*:*:*
searchanise,Searchanise,Site Search,Web Tools & Plugins,searchanise,searchanise,cpe:2.3:a:searchanise:searchanise:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:searchanise:searchanise:*:*:*:*:*:*:*
Klevu Oy,Klevu,Site Search,Web Tools & Plugins,klevu_oy,klevu,cpe:2.3:a:klevu_oy:klevu:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:klevu_oy:klevu:*:*:*:*:*:*:*
Hawk Search,Hawk Search,Site Search,Web Tools & Plugins,hawk_search,hawk_search,cpe:2.3:a:hawk_search:hawk_search:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:hawk_search:hawk_search:*:*:*:*:*:*:*
SLI Systems,SLI Systems,Site Search,Web Tools & Plugins,sli,sli,cpe:2.3:a:sli:sli:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sli:sli:*:*:*:*:*:*:*
MARS FLAG Corporation,MARS FLAG,Site Search,Web Tools & Plugins,mars_flag_corporation,mars_flag,cpe:2.3:a:mars_flag_corporation:mars_flag:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:mars_flag_corporation:mars_flag:*:*:*:*:*:*:*
FINDOLOGIC GmbH,Findologic,Site Search,Web Tools & Plugins,findologic,findologic,cpe:2.3:a:findologic:findologic:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:findologic:findologic:*:*:*:*:*:*:*
Sooqr.com,Sooqr,Site Search,Web Tools & Plugins,sooqr_com,sooqr,cpe:2.3:a:sooqr_com:sooqr:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sooqr_com:sooqr:*:*:*:*:*:*:*
EmpathyBroker,EmpathyBroker,Site Search,Web Tools & Plugins,empathybroker,empathybroker,cpe:2.3:a:empathybroker:empathybroker:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:empathybroker:empathybroker:*:*:*:*:*:*:*
Prefixbox,Prefixbox,Site Search,Web Tools & Plugins,prefixbox,prefixbox,cpe:2.3:a:prefixbox:prefixbox:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:prefixbox:prefixbox:*:*:*:*:*:*:*
Elicit,elicit,Site Search,Web Tools & Plugins,elicit,elicit,cpe:2.3:a:elicit:elicit:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:elicit:elicit:*:*:*:*:*:*:*
Searchify.com,Searchify,Site Search,Web Tools & Plugins,searchify_com,searchify,cpe:2.3:a:searchify_com:searchify:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:searchify_com:searchify:*:*:*:*:*:*:*
NaviPlus Co. Ltd.,NaviPlus Search,Site Search,Web Tools & Plugins,naviplus,naviplus_search,cpe:2.3:a:naviplus:naviplus_search:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:naviplus:naviplus_search:*:*:*:*:*:*:*
Google,Google Website Translator,Translation,Web Tools & Plugins,google,google_website_translator,cpe:2.3:a:google:google_website_translator:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:google:google_website_translator:*:*:*:*:*:*:*
SDL,SDL Trados,Translation,Web Tools & Plugins,sdl,sdl_trados,cpe:2.3:a:sdl:sdl_trados:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sdl:sdl_trados:*:*:*:*:*:*:*
Transifex,Transifex,Translation,Web Tools & Plugins,transifex,transifex,cpe:2.3:a:transifex:transifex:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:transifex:transifex:*:*:*:*:*:*:*
StatCounter,StatCounter,Visitor Counters,Web Tools & Plugins,statcounter,statcounter,cpe:2.3:a:statcounter:statcounter:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:statcounter:statcounter:*:*:*:*:*:*:*
Marketo,Munchkin,Visitor Counters,Web Tools & Plugins,marketo,munchkin,cpe:2.3:a:marketo:munchkin:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:marketo:munchkin:*:*:*:*:*:*:*
WordPress,WordPress,Web Content Management Systems,Web Tools & Plugins,wordpress,wordpress,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*
WordPress.com,WordPress.com,Web Content Management Systems,Web Tools & Plugins,wordpress_com,wordpress_com,cpe:2.3:a:wordpress_com:wordpress_com:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:wordpress_com:wordpress_com:*:*:*:*:*:*:*
Open Source,Drupal,Web Content Management Systems,Web Tools & Plugins,open_source,drupal,cpe:2.3:a:open_source:drupal:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:open_source:drupal:*:*:*:*:*:*:*
Adobe Systems Inc.,Adobe Experience Manager,Web Content Management Systems,Web Tools & Plugins,adobe,adobe_experience_manager,cpe:2.3:a:adobe:adobe_experience_manager:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:adobe:adobe_experience_manager:*:*:*:*:*:*:*
Joomla,Joomla,Web Content Management Systems,Web Tools & Plugins,joomla,joomla,cpe:2.3:a:joomla:joomla:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:joomla:joomla:*:*:*:*:*:*:*
Sitecore,Sitecore Web Experience Manager CMS,Web Content Management Systems,Web Tools & Plugins,sitecore,sitecore_web_experience_manager_cms,cpe:2.3:a:sitecore:sitecore_web_experience_manager_cms:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sitecore:sitecore_web_experience_manager_cms:*:*:*:*:*:*:*
Dynamicweb,Dynamicweb,Web Content Management Systems,Web Tools & Plugins,dynamicweb,dynamicweb,cpe:2.3:a:dynamicweb:dynamicweb:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dynamicweb:dynamicweb:*:*:*:*:*:*:*
WebsiteBaker Org. e.V.,WebsiteBaker,Web Content Management Systems,Web Tools & Plugins,websitebaker_org_e_v,websitebaker,cpe:2.3:a:websitebaker_org_e_v:websitebaker:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:websitebaker_org_e_v:websitebaker:*:*:*:*:*:*:*
Liferay,Liferay,Web Content Management Systems,Web Tools & Plugins,liferay,liferay,cpe:2.3:a:liferay:liferay:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:liferay:liferay:*:*:*:*:*:*:*
TYPO3,TYPO3,Web Content Management Systems,Web Tools & Plugins,typo3,typo3,cpe:2.3:a:typo3:typo3:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:typo3:typo3:*:*:*:*:*:*:*
IBM,IBM WebSphere Portal Server,Web Content Management Systems,Web Tools & Plugins,ibm,ibm_websphere_portal_server,cpe:2.3:a:ibm:ibm_websphere_portal_server:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ibm:ibm_websphere_portal_server:*:*:*:*:*:*:*
Contentful GmbH,Contentful,Web Content Management Systems,Web Tools & Plugins,contentful,contentful,cpe:2.3:a:contentful:contentful:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:contentful:contentful:*:*:*:*:*:*:*
Atex,Atex,Web Content Management Systems,Web Tools & Plugins,atex,atex,cpe:2.3:a:atex:atex:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:atex:atex:*:*:*:*:*:*:*
Kentico Software,Kentico,Web Content Management Systems,Web Tools & Plugins,kentico,kentico,cpe:2.3:a:kentico:kentico:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:kentico:kentico:*:*:*:*:*:*:*
Concrete5,Concrete5,Web Content Management Systems,Web Tools & Plugins,concrete5,concrete5,cpe:2.3:a:concrete5:concrete5:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:concrete5:concrete5:*:*:*:*:*:*:*
Telerik,Telerik Sitefinity,Web Content Management Systems,Web Tools & Plugins,telerik,telerik_sitefinity,cpe:2.3:a:telerik:telerik_sitefinity:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:telerik:telerik_sitefinity:*:*:*:*:*:*:*
SDL,SDL Tridion,Web Content Management Systems,Web Tools & Plugins,sdl,sdl_tridion,cpe:2.3:a:sdl:sdl_tridion:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:sdl:sdl_tridion:*:*:*:*:*:*:*
EPiServer,EPiServer,Web Content Management Systems,Web Tools & Plugins,episerver,episerver,cpe:2.3:a:episerver:episerver:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:episerver:episerver:*:*:*:*:*:*:*
PLONE FOUNDATION,Plone,Web Content Management Systems,Web Tools & Plugins,plone_foundation,plone,cpe:2.3:a:plone_foundation:plone:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:plone_foundation:plone:*:*:*:*:*:*:*
BloomReach,Hippo,Web Content Management Systems,Web Tools & Plugins,bloomreach,hippo,cpe:2.3:a:bloomreach:hippo:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:bloomreach:hippo:*:*:*:*:*:*:*
Pixel & Tonic,Craft CMS,Web Content Management Systems,Web Tools & Plugins,pixel_&_tonic,craft_cms,cpe:2.3:a:pixel_&_tonic:craft_cms:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:pixel_&_tonic:craft_cms:*:*:*:*:*:*:*
Umbraco,Umbraco,Web Content Management Systems,Web Tools & Plugins,umbraco,umbraco,cpe:2.3:a:umbraco:umbraco:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:umbraco:umbraco:*:*:*:*:*:*:*
EllisLab,EllisLab ExpressionEngine,Web Content Management Systems,Web Tools & Plugins,ellislab,ellislab_expressionengine,cpe:2.3:a:ellislab:ellislab_expressionengine:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:ellislab:ellislab_expressionengine:*:*:*:*:*:*:*
Blue River Interactive Group,Mura CMS,Web Content Management Systems,Web Tools & Plugins,blue_river_interactive,mura_cms,cpe:2.3:a:blue_river_interactive:mura_cms:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:blue_river_interactive:mura_cms:*:*:*:*:*:*:*
DotNetNuke,DotNetNuke,Web Content Management Systems,Web Tools & Plugins,dotnetnuke,dotnetnuke,cpe:2.3:a:dotnetnuke:dotnetnuke:*:*:*:*:*:*:*,https://services.nvd.nist.gov/rest/json/cves/2.0?cpeName=cpe:2.3:a:dotnetnuke:dotnetnuke:*:*:*:*:*:*:*
