VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,total_cves,total_available_in_nvd,critical,high,medium,low,match_method
IBM,IBM WebSphere Cast Iron,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_websphere_cast_iron,4,4,0,3,1,0,keyword_vendor_product
Striim Inc.,Striim,Data Integration,Data Management Business Intelligence & Analytics,striim,striim,0,0,0,0,0,0,keyword_product_only
HPE,Hewlett-Packard Company,Data Integration,Data Management Business Intelligence & Analytics,hpe,hewlett_packard_company,0,0,0,0,0,0,keyword_product_only
Scribe Software,Scribe Insights,Data Integration,Data Management Business Intelligence & Analytics,scribe,scribe_insights,0,0,0,0,0,0,keyword_product_only
Scribe Software,Scribe Online,Data Integration,Data Management Business Intelligence & Analytics,scribe,scribe_online,0,0,0,0,0,0,keyword_product_only
OpenDataSoft,OpenDataSoft,Data Integration,Data Management Business Intelligence & Analytics,opendatasoft,opendatasoft,0,0,0,0,0,0,keyword_vendor_product
HandySoft,HandySoft,Data Integration,Data Management Business Intelligence & Analytics,handysoft,handysoft,1,1,0,1,0,0,keyword_vendor_product
IBM,IBM WebSphere Data Interchange,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_websphere_data_interchange,0,0,0,0,0,0,keyword_vendor_product
Azuqua Inc,Azuqua,Data Integration,Data Management Business Intelligence & Analytics,azuqua,azuqua,0,0,0,0,0,0,keyword_product_only
IFS,Metrix,Data Integration,Data Management Business Intelligence & Analytics,ifs,metrix,0,0,0,0,0,0,keyword_product_only
Xplenty Ltd,Xplenty,Data Integration,Data Management Business Intelligence & Analytics,xplenty,xplenty,0,0,0,0,0,0,keyword_product_only
IBM,IBM Integration Bus on Cloud,Data Integration,Data Management Business Intelligence & Analytics,ibm,ibm_integration_bus_on_cloud,0,0,0,0,0,0,keyword_vendor_product
The Apache Software Foundation,Prometheus,Data Management,Data Management Business Intelligence & Analytics,the_apache_software_foundation,prometheus,38,38,0,15,21,1,keyword_product_only
Precisely,Trillium Quality,Data Management,Data Management Business Intelligence & Analytics,precisely,trillium_quality,9,9,0,1,8,0,keyword_product_only
Precisely,Trillium Discovery,Data Management,Data Management Business Intelligence & Analytics,precisely,trillium_discovery,0,0,0,0,0,0,keyword_product_only
BackOffice Associates,BackOffice Associates,Data Management,Data Management Business Intelligence & Analytics,backoffice_associates,backoffice_associates,0,0,0,0,0,0,keyword_vendor_product
Google,TensorFlow,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,google,tensorflow,431,431,7,110,215,99,virtualMatchString
scikit-learn,scikit-learn,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,scikit_learn,scikit_learn,9,9,1,5,1,0,keyword_vendor_product
Google,Google Cloud Machine Learning Engine,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,google,google_cloud_machine_learning_engine,0,0,0,0,0,0,keyword_vendor_product
Microsoft,Microsoft Azure Machine Learning,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_machine_learning,0,0,0,0,0,0,keyword_vendor_product
Dataiku,Dataiku,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,dataiku,dataiku,5,5,1,1,3,0,keyword_vendor_product
H2O.ai,H20.ai,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,h2o_ai,h20_ai,0,0,0,0,0,0,keyword_product_only
The Apache Software Foundation,Apache Mahout,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_mahout,0,0,0,0,0,0,keyword_product_only
University of Waikato,Weka,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,university_of_waikato,weka,45,45,1,12,27,5,keyword_product_only
Amazon,Amazon Machine Learning,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,amazon,amazon_machine_learning,2,2,0,2,0,0,keyword_vendor_product
Figure Eight Inc,CrowdFlower,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,figure_eight,crowdflower,0,0,0,0,0,0,keyword_product_only
Torch,Torch,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,torch,torch,44,44,12,13,13,6,keyword_vendor_product
Microsoft,Microsoft Cognitive Toolkit,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,microsoft,microsoft_cognitive_toolkit,0,0,0,0,0,0,keyword_vendor_product
The Apache Software Foundation,Apache PredictionIO,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_predictionio,0,0,0,0,0,0,keyword_product_only
Nara Logics Inc.,Nara Logics,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,nara_logics,nara_logics,0,0,0,0,0,0,keyword_product_only
Vicarious,Vicarious,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,vicarious,vicarious,0,0,0,0,0,0,keyword_vendor_product
Vidora,Vidora,Data Science & Machine Learning,Data Management Business Intelligence & Analytics,vidora,vidora,0,0,0,0,0,0,keyword_vendor_product
Google,Google Tag Manager,Database Management,Data Management Business Intelligence & Analytics,google,google_tag_manager,12,12,0,5,7,0,keyword_vendor_product
Microsoft,Microsoft SQL Server Management Studio,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_sql_server_management_studio,7,7,0,0,7,0,keyword_vendor_product
Oracle,MySQL,Database Management,Data Management Business Intelligence & Analytics,oracle,mysql,1326,1326,7,75,1062,182,virtualMatchString
IBM,IBM DB2 Database Server for Linux UNIX and Windows (UDB),Database Management,Data Management Business Intelligence & Analytics,ibm,ibm_db2_database_server_for_linux_unix_and_windows_(udb),0,0,0,0,0,0,keyword_vendor_product
Microsoft,Microsoft SQL Server,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_sql_server,251,251,14,187,42,6,keyword_vendor_product
Oracle,Oracle Database,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_database,3,3,0,0,3,0,virtualMatchString
Pivotal Software,Pivotal Software,Database Management,Data Management Business Intelligence & Analytics,pivotal,pivotal,1,1,0,1,0,0,keyword_vendor_product
Google,DoubleClick Floodlight,Database Management,Data Management Business Intelligence & Analytics,google,doubleclick_floodlight,0,0,0,0,0,0,keyword_product_only
Confluent Inc.,Confluent,Database Management,Data Management Business Intelligence & Analytics,confluent,confluent,2,2,1,0,1,0,keyword_product_only
PostgreSQL Global Development,DataBase Management System,Database Management,Data Management Business Intelligence & Analytics,postgresql_global_development,database_management_system,238,238,44,107,81,3,keyword_product_only
PostgreSQL Global Development,PostgreSQL,Database Management,Data Management Business Intelligence & Analytics,postgresql_global_development,postgresql,356,356,53,147,130,21,keyword_product_only
Microsoft,Microsoft Access,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_access,688,688,27,438,196,23,keyword_vendor_product
Oracle,Oracle Recovery Manager,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_recovery_manager,3,3,0,0,3,0,keyword_vendor_product
Oracle,PL/SQL,Database Management,Data Management Business Intelligence & Analytics,oracle,pl/sql,24,24,0,14,10,0,keyword_vendor_product
MongoDB,MongoDB,Database Management,Data Management Business Intelligence & Analytics,mongodb,mongodb,84,84,1,19,62,2,virtualMatchString
Microsoft,Transact-SQL,Database Management,Data Management Business Intelligence & Analytics,microsoft,transact_sql,1,1,0,1,0,0,keyword_vendor_product
APACHE,Hive,Database Management,Data Management Business Intelligence & Analytics,apache,hive,20,20,2,7,8,3,virtualMatchString
The Apache Software Foundation,Apache Hive,Database Management,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_hive,1,1,1,0,0,0,keyword_vendor_product
Adobe Systems Inc.,Adobe Tag Management,Database Management,Data Management Business Intelligence & Analytics,adobe,adobe_tag_management,0,0,0,0,0,0,keyword_product_only
Veritas,Veritas Storage Foundation,Database Management,Data Management Business Intelligence & Analytics,veritas,veritas_storage_foundation,9,9,2,5,2,0,keyword_vendor_product
IBM,DB2,Database Management,Data Management Business Intelligence & Analytics,ibm,db2,325,325,0,108,202,15,virtualMatchString
EnterpriseDB,EnterpriseDB,Database Management,Data Management Business Intelligence & Analytics,enterprisedb,enterprisedb,12,12,0,6,6,0,keyword_vendor_product
Redis Labs Inc.,Redis,Database Management,Data Management Business Intelligence & Analytics,redis_labs,redis,171,171,24,72,65,10,keyword_product_only
ReliaSoft,ReliaSoft,Database Management,Data Management Business Intelligence & Analytics,reliasoft,reliasoft,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle 11g Enterprise Edition,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_11g_enterprise_edition,0,0,0,0,0,0,keyword_vendor_product
Red Hat,Red Hat JBoss A-MQ,Database Management,Data Management Business Intelligence & Analytics,red_hat,red_hat_jboss_a_mq,4,4,1,1,2,0,keyword_vendor_product
Amazon,Amazon DynamoDB,Database Management,Data Management Business Intelligence & Analytics,amazon,amazon_dynamodb,3,3,0,2,0,1,keyword_vendor_product
Amazon,Amazon Redshift,Database Management,Data Management Business Intelligence & Analytics,amazon,amazon_redshift,11,11,2,6,0,0,keyword_vendor_product
The Apache Software Foundation,Apache Cassandra,Database Management,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_cassandra,19,19,5,9,3,0,keyword_product_only
The Apache Software Foundation,Apache Hbase,Database Management,Data Management Business Intelligence & Analytics,the_apache_software_foundation,apache_hbase,4,4,0,3,1,0,keyword_product_only
SAP,SAP HANA,Database Management,Data Management Business Intelligence & Analytics,sap,sap_hana,99,99,8,36,49,4,keyword_vendor_product
Snowflake Inc.,Snowflake Cloud Data Platform,Database Management,Data Management Business Intelligence & Analytics,snowflake,snowflake_cloud_data_platform,1,1,0,0,0,1,keyword_product_only
Oracle,Oracle SOA Suite,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_soa_suite,7,7,0,3,3,1,keyword_vendor_product
Adobe Systems Inc.,SearchDiscovery Satellite,Database Management,Data Management Business Intelligence & Analytics,adobe,searchdiscovery_satellite,0,0,0,0,0,0,keyword_product_only
Hipp Wyrick & Company Inc.,SQLite,Database Management,Data Management Business Intelligence & Analytics,hipp_wyrick_&_company,sqlite,204,204,37,89,57,9,keyword_product_only
Google,Google BigQuery,Database Management,Data Management Business Intelligence & Analytics,google,google_bigquery,6,6,1,2,1,0,keyword_vendor_product
Microsoft,Microsoft Azure Data Lake Store,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_data_lake_store,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle Fusion Customer Hub,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_fusion_customer_hub,0,0,0,0,0,0,keyword_vendor_product
Quest Software,Quest TOAD,Database Management,Data Management Business Intelligence & Analytics,quest,quest_toad,1,1,0,0,1,0,keyword_product_only
Oracle,Oracle 10g,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_10g,48,48,1,26,20,1,keyword_vendor_product
Microsoft,Microsoft Azure SQL Database,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_sql_database,8,8,4,4,0,0,keyword_vendor_product
Experian,Experian Pandora,Database Management,Data Management Business Intelligence & Analytics,experian,experian_pandora,0,0,0,0,0,0,keyword_vendor_product
Microsoft,Microsoft Azure SQL Data Warehouse,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_sql_data_warehouse,0,0,0,0,0,0,keyword_vendor_product
Tealium,Tealium,Database Management,Data Management Business Intelligence & Analytics,tealium,tealium,1,1,0,0,1,0,keyword_vendor_product
IBM,IBM DB2 for z/OS Operating System,Database Management,Data Management Business Intelligence & Analytics,ibm,ibm_db2_for_z/os_operating_system,0,0,0,0,0,0,keyword_vendor_product
Segment,Segment,Database Management,Data Management Business Intelligence & Analytics,segment,segment,1138,1138,79,357,637,47,keyword_vendor_product
Oracle,Oracle Exadata,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_exadata,1,1,0,1,0,0,keyword_vendor_product
Oracle,Oracle Real Application Clusters,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_real_application_clusters,1,1,0,0,1,0,keyword_vendor_product
Amazon,Amazon Athena,Database Management,Data Management Business Intelligence & Analytics,amazon,amazon_athena,2,2,0,2,0,0,keyword_vendor_product
SAP,SAP Business Warehouse,Database Management,Data Management Business Intelligence & Analytics,sap,sap_business_warehouse,18,18,2,4,9,3,keyword_vendor_product
Neo4j,Neo4j,Database Management,Data Management Business Intelligence & Analytics,neo4j,neo4j,5,5,2,0,3,0,virtualMatchString
Microsoft,Microsoft Azure Cosmos DB,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_cosmos_db,0,0,0,0,0,0,keyword_vendor_product
Innosoft,Innosoft,Database Management,Data Management Business Intelligence & Analytics,innosoft,innosoft,0,0,0,0,0,0,keyword_vendor_product
Microsoft,Microsoft Azure Table storage,Database Management,Data Management Business Intelligence & Analytics,microsoft,microsoft_azure_table_storage,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle NoSQL,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_nosql,0,0,0,0,0,0,keyword_vendor_product
MariaDB,MariaDB,Database Management,Data Management Business Intelligence & Analytics,mariadb,mariadb,405,405,4,70,282,49,virtualMatchString
IBM,Netezza,Database Management,Data Management Business Intelligence & Analytics,ibm,netezza,10,10,0,1,5,4,keyword_vendor_product
Oracle,Oracle Data Masking,Database Management,Data Management Business Intelligence & Analytics,oracle,oracle_data_masking,1,1,0,1,0,0,keyword_vendor_product
Couchbase,Couchbase,Database Management,Data Management Business Intelligence & Analytics,couchbase,couchbase,65,65,9,32,24,0,keyword_vendor_product
Software AG,Software AG,Database Management,Data Management Business Intelligence & Analytics,software,software,507,507,21,128,343,5,keyword_vendor_product
