VendorName,Product,ProductCategory,ProductSeries,cpe_vendor,cpe_product,total_cves,total_available_in_nvd,critical,high,medium,low,match_method
Grid-Tools,GridTools,Anti-Virus,Security Devices,grid_tools,gridtools,0,0,0,0,0,0,keyword_product_only
McAfee Inc.,McAfee Network User Behavior Analysis,Anti-Virus,Security Devices,mcafee,mcafee_network_user_behavior_analysis,0,0,0,0,0,0,keyword_product_only
Sailpoint,SailPoint SecurityIQ,Anti-Virus,Security Devices,sailpoint,sailpoint_securityiq,0,0,0,0,0,0,keyword_vendor_product
Vectra Networks Inc.,Vectra Cybersecurity Platform,Anti-Virus,Security Devices,vectra_networks,vectra_cybersecurity_platform,0,0,0,0,0,0,keyword_product_only
CA Technologies,CA AuthMinder,Anti-Virus,Security Devices,ca,ca_authminder,0,0,0,0,0,0,keyword_product_only
Tripwire,Tripwire Log Center,Anti-Virus,Security Devices,tripwire,tripwire_log_center,0,0,0,0,0,0,keyword_vendor_product
Trend Micro,Trend Micro Control Manager,Anti-Virus,Security Devices,trend_micro,trend_micro_control_manager,27,27,8,16,3,0,keyword_vendor_product
Symantec,GuardianEdge,Anti-Virus,Security Devices,symantec,guardianedge,0,0,0,0,0,0,keyword_product_only
HiSoftware,HiSoftware,Anti-Virus,Security Devices,hisoftware,hisoftware,0,0,0,0,0,0,keyword_vendor_product
HID Global,ActivIdentity,Anti-Virus,Security Devices,hid_global,actividentity,1,1,0,1,0,0,keyword_product_only
Oracle,Oracle Adaptive Access Manager,Anti-Virus,Security Devices,oracle,oracle_adaptive_access_manager,2,2,0,1,1,0,keyword_vendor_product
Trend Micro,Trend Micro InterScan Web Security Virtual Appliance,Anti-Virus,Security Devices,trend_micro,trend_micro_interscan_web_security_virtual_appliance,30,30,5,12,13,0,keyword_vendor_product
AVG,AVG,Anti-Virus,Security Devices,avg,avg,53,53,1,22,29,1,keyword_vendor_product
Bradford Networks,Bradford Networks,Anti-Virus,Security Devices,bradford_networks,bradford_networks,0,0,0,0,0,0,keyword_vendor_product
Forcepoint,Forcepoint TRITON,Anti-Virus,Security Devices,forcepoint,forcepoint_triton,0,0,0,0,0,0,keyword_vendor_product
McAfee Inc.,McAfee GroupShield,Anti-Virus,Security Devices,mcafee,mcafee_groupshield,1,1,0,1,0,0,keyword_product_only
41st Parameter,41st Parameter,Anti-Virus,Security Devices,41st_parameter,41st_parameter,0,0,0,0,0,0,keyword_vendor_product
Quest Software,Quest One Identity Manager,Anti-Virus,Security Devices,quest,quest_one_identity_manager,1,1,1,0,0,0,keyword_product_only
CA Technologies,CA XCOM,Anti-Virus,Security Devices,ca,ca_xcom,5,5,0,2,2,1,keyword_product_only
ClearSale LLC,Clearsale,Anti-Virus,Security Devices,clearsale,clearsale,0,0,0,0,0,0,keyword_product_only
CloudFlare,Cloudfare Security Solutions,Anti-Virus,Security Devices,cloudflare,cloudfare_security_solutions,0,0,0,0,0,0,keyword_product_only
Distil Networks,Are You A Human?,Anti-Virus,Security Devices,distil_networks,are_you_a_human?,0,0,0,0,0,0,keyword_product_only
InfoExpress,InfoExpress,Anti-Virus,Security Devices,infoexpress,infoexpress,0,0,0,0,0,0,keyword_vendor_product
Corero,Corero,Anti-Virus,Security Devices,corero,corero,3,3,0,1,2,0,keyword_vendor_product
CA Technologies,CA ControlMinder,Anti-Virus,Security Devices,ca,ca_controlminder,0,0,0,0,0,0,keyword_product_only
NetApp,NetApp Multistore,Anti-Virus,Security Devices,netapp,netapp_multistore,0,0,0,0,0,0,keyword_vendor_product
Informatica,Informatica Secure@Source,Anti-Virus,Security Devices,informatica,informatica_secure@source,0,0,0,0,0,0,keyword_vendor_product
CloudPassage,CloudPassage,Anti-Virus,Security Devices,cloudpassage,cloudpassage,0,0,0,0,0,0,keyword_vendor_product
McAfee Inc.,McAfee SaaS Total Protection,Anti-Virus,Security Devices,mcafee,mcafee_saas_total_protection,0,0,0,0,0,0,keyword_product_only
Fidelis Cybersecurity Solutions,Fidelis Cybersecurity Solutions,Anti-Virus,Security Devices,fidelis_cybersecurity_solutions,fidelis_cybersecurity_solutions,0,0,0,0,0,0,keyword_vendor_product
HPE,HPE Enterprise Security,Anti-Virus,Security Devices,hpe,hpe_enterprise_security,7,7,1,5,1,0,keyword_vendor_product
EdgeWave,EdgeWave,Anti-Virus,Security Devices,edgewave,edgewave,0,0,0,0,0,0,keyword_vendor_product
Avatier,Avatier,Anti-Virus,Security Devices,avatier,avatier,0,0,0,0,0,0,keyword_vendor_product
CA Technologies,CA CloudMinder,Anti-Virus,Security Devices,ca,ca_cloudminder,0,0,0,0,0,0,keyword_product_only
Black Duck Software,Black Duck Hub,Anti-Virus,Security Devices,black_duck,black_duck_hub,4,4,0,1,3,0,keyword_product_only
SecurityMetrics,SecurityMetrics,Anti-Virus,Security Devices,securitymetrics,securitymetrics,0,0,0,0,0,0,keyword_vendor_product
Informatica,Informatica Dynamic Data Masking,Anti-Virus,Security Devices,informatica,informatica_dynamic_data_masking,0,0,0,0,0,0,keyword_vendor_product
White Ops Inc.,WhiteOps,Anti-Virus,Security Devices,white_ops,whiteops,0,0,0,0,0,0,keyword_product_only
Kerio,Kerio,Anti-Virus,Security Devices,kerio,kerio,56,56,3,15,29,9,keyword_vendor_product
BlueTalon,BlueTalon,Anti-Virus,Security Devices,bluetalon,bluetalon,0,0,0,0,0,0,keyword_vendor_product
Trend Micro,Trend Micro TippingPoint,Anti-Virus,Security Devices,trend_micro,trend_micro_tippingpoint,0,0,0,0,0,0,keyword_vendor_product
Verizon Communications,Verizon Managed Security Services,Anti-Virus,Security Devices,verizon_communications,verizon_managed_security_services,0,0,0,0,0,0,keyword_product_only
Code Green Networks,Code Green Networks,Anti-Virus,Security Devices,code_green_networks,code_green_networks,0,0,0,0,0,0,keyword_vendor_product
Juniper Networks,Juniper Networks IDP-Series,Anti-Virus,Security Devices,juniper_networks,juniper_networks_idp_series,0,0,0,0,0,0,keyword_vendor_product
DeepNines,DeepNines,Anti-Virus,Security Devices,deepnines,deepnines,0,0,0,0,0,0,keyword_vendor_product
CA Technologies,CA Cleanup,Anti-Virus,Security Devices,ca,ca_cleanup,1,1,0,0,0,0,keyword_vendor_product
NoFraud,NoFraud,Anti-Virus,Security Devices,nofraud,nofraud,0,0,0,0,0,0,keyword_vendor_product
McAfee Inc.,McAfee SmartFilter,Anti-Virus,Security Devices,mcafee,mcafee_smartfilter,1,1,0,1,0,0,keyword_product_only
IBM,IBM Tivoli Security Operations Manager,Anti-Virus,Security Devices,ibm,ibm_tivoli_security_operations_manager,1,1,0,0,1,0,keyword_vendor_product
Trustwave,Trustwave AppDetectivePRO,Anti-Virus,Security Devices,trustwave,trustwave_appdetectivepro,0,0,0,0,0,0,keyword_vendor_product
IBM,IBM Security Network Protection (XGS),Anti-Virus,Security Devices,ibm,ibm_security_network_protection_(xgs),0,0,0,0,0,0,keyword_vendor_product
Fortinet,FortiGuard,Anti-Virus,Security Devices,fortinet,fortiguard,2,2,0,1,1,0,keyword_vendor_product
StillSecure,StillSecure,Anti-Virus,Security Devices,stillsecure,stillsecure,0,0,0,0,0,0,keyword_vendor_product
Distil Networks,Distil Networks,Anti-Virus,Security Devices,distil_networks,distil_networks,0,0,0,0,0,0,keyword_vendor_product
HPE,Voltage SecureData Enterprise,Anti-Virus,Security Devices,hpe,voltage_securedata_enterprise,0,0,0,0,0,0,keyword_product_only
Symplified,Symplified,Anti-Virus,Security Devices,symplified,symplified,0,0,0,0,0,0,keyword_vendor_product
N-Stalker,N-Stalker,Anti-Virus,Security Devices,n_stalker,n_stalker,0,0,0,0,0,0,keyword_vendor_product
Cloudera,Cloudera Gazzang,Anti-Virus,Security Devices,cloudera,cloudera_gazzang,0,0,0,0,0,0,keyword_vendor_product
Twilio,Authy,Anti-Virus,Security Devices,twilio,authy,1,1,0,0,1,0,virtualMatchString
Akamai,Cyberfend,Anti-Virus,Security Devices,akamai,cyberfend,0,0,0,0,0,0,keyword_product_only
McAfee Inc.,McAfee Network Threat Response,Anti-Virus,Security Devices,mcafee,mcafee_network_threat_response,1,1,0,0,1,0,keyword_product_only
RioRey,RioRey,Anti-Virus,Security Devices,riorey,riorey,1,1,0,1,0,0,keyword_vendor_product
Nexusguard,Nexusguard,Anti-Virus,Security Devices,nexusguard,nexusguard,0,0,0,0,0,0,keyword_vendor_product
Qrator Labs,Qrator,Anti-Virus,Security Devices,qrator_labs,qrator,0,0,0,0,0,0,keyword_product_only
Comodo,UserTrust,Anti-Virus,Security Devices,comodo,usertrust,0,0,0,0,0,0,keyword_product_only
Tripwire,Tripwire Via,Anti-Virus,Security Devices,tripwire,tripwire_via,5,5,1,1,3,0,keyword_vendor_product
BMC Software,RmdyEncryptn,Anti-Virus,Security Devices,bmc,rmdyencryptn,0,0,0,0,0,0,keyword_product_only
ESET spol. s r. o.,ESET NOD32 Business,Anti-Virus,Security Devices,eset_spol_s_r_o,eset_nod32_business,1,1,0,0,1,0,keyword_product_only
Hitachi Data Systems Corporation,IDSys,Anti-Virus,Security Devices,hitachi_data_systems_corporation,idsys,0,0,0,0,0,0,keyword_product_only
Impulse Point,Impulse Point,Anti-Virus,Security Devices,impulse_point,impulse_point,0,0,0,0,0,0,keyword_vendor_product
Symantec,Symantec Data Loss Prevention,Data Loss Prevention Software,Security Devices,symantec,symantec_data_loss_prevention,7,7,1,4,2,0,keyword_vendor_product
Infinidat Inc.,InfiniSync,Data Loss Prevention Software,Security Devices,infinidat,infinisync,0,0,0,0,0,0,keyword_product_only
Proofpoint,Proofpoint Email Protection,Email Security,Security Devices,proofpoint,proofpoint_email_protection,7,7,1,2,3,1,keyword_vendor_product
AppRiver,AppRiver,Email Security,Security Devices,appriver,appriver,0,0,0,0,0,0,keyword_vendor_product
Forcepoint,Forcepoint Email Security,Email Security,Security Devices,forcepoint,forcepoint_email_security,11,11,3,3,5,0,keyword_vendor_product
Symantec,Symantec Endpoint Protection,Endpoint Security,Security Devices,symantec,symantec_endpoint_protection,114,114,2,56,48,8,keyword_vendor_product
IBM,IBM BigFix,Endpoint Security,Security Devices,ibm,ibm_bigfix,76,76,9,11,45,11,keyword_vendor_product
IBM,IBM Tivoli Endpoint Manager,Endpoint Security,Security Devices,ibm,ibm_tivoli_endpoint_manager,34,34,1,7,22,4,keyword_vendor_product
Trend Micro,Trend Micro,Endpoint Security,Security Devices,trend_micro,trend_micro,651,651,67,381,196,7,keyword_vendor_product
Trend Micro,Trend Micro Endpoint Security,Endpoint Security,Security Devices,trend_micro,trend_micro_endpoint_security,6,6,0,3,3,0,keyword_vendor_product
Tanium,Tanium,Endpoint Security,Security Devices,tanium,tanium,1,1,0,0,0,1,virtualMatchString
Tripwire,Tripwire,Endpoint Security,Security Devices,tripwire,tripwire,3,3,0,1,1,1,virtualMatchString
Kaspersky,Kaspersky Endpoint Security for Business,Endpoint Security,Security Devices,kaspersky,kaspersky_endpoint_security_for_business,0,0,0,0,0,0,keyword_vendor_product
Trend Micro,Trend Micro OfficeScan,Endpoint Security,Security Devices,trend_micro,trend_micro_officescan,92,92,7,37,47,1,keyword_vendor_product
Cylance Inc.,Cylance,Endpoint Security,Security Devices,cylance,cylance,5,5,0,3,1,0,keyword_product_only
McAfee Inc.,EndptProtec,Endpoint Security,Security Devices,mcafee,endptprotec,0,0,0,0,0,0,keyword_product_only
Bit9,Bit9,Endpoint Security,Security Devices,bit9,bit9,0,0,0,0,0,0,keyword_vendor_product
Sentinel,SentinelOne,Endpoint Security,Security Devices,sentinel,sentinelone,0,0,0,0,0,0,keyword_vendor_product
Fortinet,Fortinet FortiClient,Endpoint Security,Security Devices,fortinet,fortinet_forticlient,50,50,4,29,13,4,keyword_vendor_product
Microsoft,Microsoft System Center Endpoint Protection,Endpoint Security,Security Devices,microsoft,microsoft_system_center_endpoint_protection,1,1,0,1,0,0,keyword_vendor_product
Symantec,Symantec Encryption (PGP),Endpoint Security,Security Devices,symantec,symantec_encryption_(pgp),0,0,0,0,0,0,keyword_vendor_product
Sophos,Sophos Endpoint Protection,Endpoint Security,Security Devices,sophos,sophos_endpoint_protection,10,10,0,2,8,0,keyword_vendor_product
Tripwire,Tripwire Enterprise,Endpoint Security,Security Devices,tripwire,tripwire_enterprise,2,2,0,0,2,0,virtualMatchString
Lumension,Lumension,Endpoint Security,Security Devices,lumension,lumension,0,0,0,0,0,0,keyword_vendor_product
Webroot Inc.,Webroot SecureAnywhere,Endpoint Security,Security Devices,webroot,webroot_secureanywhere,7,7,3,1,3,0,keyword_product_only
Active Endpoints,Endpoints,Endpoint Security,Security Devices,active_endpoints,endpoints,14,14,3,6,3,2,keyword_vendor_product
Avast Software s.r.o.,Avast,Endpoint Security,Security Devices,avast_software_s_r_o,avast,96,96,5,56,32,2,keyword_product_only
Cybereason,Cybereason,Endpoint Security,Security Devices,cybereason,cybereason,1,1,0,1,0,0,keyword_vendor_product
Ivanti,Ivanti Endpoint Security,Endpoint Security,Security Devices,ivanti,ivanti_endpoint_security,23,23,1,22,0,0,keyword_vendor_product
Cylance Inc.,CylancePROTECT,Endpoint Security,Security Devices,cylance,cylanceprotect,1,1,0,1,0,0,virtualMatchString
ESET spol. s r. o.,Eset Endpoint Security,Endpoint Security,Security Devices,eset_spol_s_r_o,eset_endpoint_security,5,5,0,2,3,0,keyword_product_only
VMware Inc.,VMware vShield Endpoint,Endpoint Security,Security Devices,vmware,vmware_vshield_endpoint,0,0,0,0,0,0,keyword_product_only
CounterTack,CounterTack,Endpoint Security,Security Devices,countertack,countertack,0,0,0,0,0,0,keyword_vendor_product
Bitdefender,Bitdefender GravityZone,Endpoint Security,Security Devices,bitdefender,bitdefender_gravityzone,18,18,4,8,6,0,keyword_vendor_product
Citrix Systems Inc,Citrix Web App Firewall (NetScaler AppFirewall),Firewall Software,Security Devices,citrix,citrix_web_app_firewall_(netscaler_appfirewall),0,0,0,0,0,0,keyword_product_only
Palo Alto Networks,Palo Alto Firewalls,Firewall Software,Security Devices,palo_alto_networks,palo_alto_firewalls,23,23,2,11,6,0,keyword_vendor_product
Incapsula,WAF,Firewall Software,Security Devices,incapsula,waf,77,77,15,39,22,0,keyword_product_only
Fortinet,FortiGate,Firewall Software,Security Devices,fortinet,fortigate,24,24,0,7,15,2,keyword_vendor_product
Fortinet,Fortinet Enterprise Firewall,Firewall Software,Security Devices,fortinet,fortinet_enterprise_firewall,0,0,0,0,0,0,keyword_vendor_product
Fortinet,Fortinet FortiGate Firewall,Firewall Software,Security Devices,fortinet,fortinet_fortigate_firewall,2,2,0,0,2,0,keyword_vendor_product
Sonicwall,SonicWall,Firewall Software,Security Devices,sonicwall,sonicwall,136,136,28,61,46,1,keyword_vendor_product
Cisco Systems Inc,ASA firewall,Firewall Software,Security Devices,cisco,asa_firewall,51,51,2,33,16,0,keyword_product_only
AlgoSec,Firewall Analyzer,Firewall Software,Security Devices,algosec,firewall_analyzer,4,4,0,2,2,0,virtualMatchString
SecureAuth,SecureAuth,Firewall Software,Security Devices,secureauth,secureauth,1,1,0,0,1,0,keyword_vendor_product
WatchGuard Technologies Inc.,WatchGuard Firebox,Firewall Software,Security Devices,watchguard,watchguard_firebox,34,34,3,12,15,0,keyword_product_only
Amazon,AWS WAF,Firewall Software,Security Devices,amazon,aws_waf,2,2,1,1,0,0,keyword_product_only
Sqreen,Sqreen,Firewall Software,Security Devices,sqreen,sqreen,2,2,1,1,0,0,keyword_vendor_product
Cyberoam,Firewall,Firewall Software,Security Devices,cyberoam,firewall,3,3,1,1,1,0,keyword_vendor_product
Barracuda Networks,Barracuda NextGen Firewall,Firewall Software,Security Devices,barracuda_networks,barracuda_nextgen_firewall,0,0,0,0,0,0,keyword_product_only
WatchGuard Technologies Inc.,WatchGuard XTM,Firewall Software,Security Devices,watchguard,watchguard_xtm,16,16,3,7,6,0,keyword_product_only
Cisco Systems Inc,CISCO ASA 5500-X,Firewall Software,Security Devices,cisco,cisco_asa_5500_x,19,19,2,15,2,0,keyword_product_only
AlgoSec,FireFlow,Firewall Software,Security Devices,algosec,fireflow,4,4,0,0,4,0,virtualMatchString
Barracuda Networks Inc,Barracuda Web Filter,Firewall Software,Security Devices,barracuda_networks,barracuda_web_filter,3,3,0,0,2,1,keyword_product_only
Cisco Systems Inc,PIX,Firewall Software,Security Devices,cisco,pix,497,497,38,197,243,12,keyword_product_only
Zenedge Llc,Zenedge,Firewall Software,Security Devices,zenedge,zenedge,0,0,0,0,0,0,keyword_product_only
SiteLock LLC,Sitelock,Firewall Software,Security Devices,sitelock,sitelock,2,2,0,0,2,0,keyword_product_only
Radware,Radware AppWall,Firewall Software,Security Devices,radware,radware_appwall,1,1,0,1,0,0,keyword_vendor_product
Zyxel,ZyWALL,Firewall Software,Security Devices,zyxel,zywall,18,18,5,2,11,0,keyword_vendor_product
Reblaze,Reblaze,Firewall Software,Security Devices,reblaze,reblaze,0,0,0,0,0,0,keyword_vendor_product
Check Point,Check Point ZoneAlarm,Firewall Software,Security Devices,check_point,check_point_zonealarm,19,19,0,12,6,1,keyword_vendor_product
Sucuri Inc.,Sucuri Website Security,Firewall Software,Security Devices,sucuri,sucuri_website_security,0,0,0,0,0,0,keyword_product_only
StackPath,StackPath Web Application Firewall,Firewall Software,Security Devices,stackpath,stackpath_web_application_firewall,0,0,0,0,0,0,keyword_vendor_product
Sucuri Inc.,Sucuri WAF,Firewall Software,Security Devices,sucuri,sucuri_waf,0,0,0,0,0,0,keyword_product_only
D-Link,NetDefend Firewall,Firewall Software,Security Devices,d_link,netdefend_firewall,0,0,0,0,0,0,keyword_product_only
Anquanbao,Anquanbao,Firewall Software,Security Devices,anquanbao,anquanbao,0,0,0,0,0,0,keyword_vendor_product
gocache,GoCache WAF,Firewall Software,Security Devices,gocache,gocache_waf,0,0,0,0,0,0,keyword_vendor_product
Amazon,Amazon AWS Identity and Access Management (IAM),Identity & Access Management (IAM),Security Devices,amazon,amazon_aws_identity_and_access_management_(iam),0,0,0,0,0,0,keyword_vendor_product
CyberArk,CyberArk,Identity & Access Management (IAM),Security Devices,cyberark,cyberark,27,27,4,9,12,1,keyword_vendor_product
BeyondTrust,BeyondTrust,Identity & Access Management (IAM),Security Devices,beyondtrust,beyondtrust,19,19,2,12,3,0,keyword_vendor_product
OpenID,OpenID Connect,Identity & Access Management (IAM),Security Devices,openid,openid_connect,1,1,0,0,1,0,virtualMatchString
SAP,SAP Identity Management,Identity & Access Management (IAM),Security Devices,sap,sap_identity_management,8,8,1,2,4,1,keyword_vendor_product
SAP,SAP Access Control,Identity & Access Management (IAM),Security Devices,sap,sap_access_control,35,35,3,12,17,1,keyword_vendor_product
Ping Identity Corp,Ping Identity,Identity & Access Management (IAM),Security Devices,ping_identity,ping_identity,13,13,3,4,4,1,keyword_product_only
IBM,IBM RACF,Identity & Access Management (IAM),Security Devices,ibm,ibm_racf,3,3,0,0,2,1,keyword_vendor_product
Gigya,Gigya,Identity & Access Management (IAM),Security Devices,gigya,gigya,1,1,0,0,1,0,keyword_vendor_product
RSA Security LLC,RSA SecurID,Identity & Access Management (IAM),Security Devices,rsa_security,rsa_securid,16,16,0,7,6,3,keyword_product_only
Sonicwall,Identity Management,Identity & Access Management (IAM),Security Devices,sonicwall,identity_management,205,205,20,46,129,4,keyword_product_only
Sailpoint,SailPoint IdentityIQ,Identity & Access Management (IAM),Security Devices,sailpoint,sailpoint_identityiq,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle Identity Management,Identity & Access Management (IAM),Security Devices,oracle,oracle_identity_management,4,4,0,1,3,0,keyword_vendor_product
Oracle Waveset,Identity Management,Identity & Access Management (IAM),Security Devices,oracle_waveset,identity_management,205,205,20,46,129,4,keyword_product_only
ForgeRock,ForgeRock,Identity & Access Management (IAM),Security Devices,forgerock,forgerock,15,15,7,4,4,0,keyword_vendor_product
Oracle,Oracle Access Management,Identity & Access Management (IAM),Security Devices,oracle,oracle_access_management,426,426,23,145,240,18,keyword_vendor_product
CA Technologies,CA Identity Manager,Identity & Access Management (IAM),Security Devices,ca,ca_identity_manager,88,88,13,32,38,5,keyword_product_only
Auth0 Inc.,Auth0,Identity & Access Management (IAM),Security Devices,auth0,auth0,39,39,5,14,15,1,keyword_product_only
OneLogin,OneLogin,Identity & Access Management (IAM),Security Devices,onelogin,onelogin,9,9,0,4,2,0,keyword_vendor_product
Sailpoint,SailPoint IdentityNow,Identity & Access Management (IAM),Security Devices,sailpoint,sailpoint_identitynow,0,0,0,0,0,0,keyword_vendor_product
IBM,IBM Security Identity Manager,Identity & Access Management (IAM),Security Devices,ibm,ibm_security_identity_manager,114,114,5,31,66,12,keyword_vendor_product
GFI Software,Identity Management,Identity & Access Management (IAM),Security Devices,gfi,identity_management,205,205,20,46,129,4,keyword_product_only
Duo Security Inc.,Duo,Identity & Access Management (IAM),Security Devices,duo_security,duo,88,88,8,25,49,4,keyword_product_only
Dell EMC,EMC Identity Management,Identity & Access Management (IAM),Security Devices,dell_emc,emc_identity_management,10,10,0,4,5,1,keyword_product_only
CA Technologies,CA Identity Suite,Identity & Access Management (IAM),Security Devices,ca,ca_identity_suite,1,1,0,0,1,0,keyword_vendor_product
BMC Software,BMC Control-SA,Identity & Access Management (IAM),Security Devices,bmc,bmc_control_sa,0,0,0,0,0,0,keyword_product_only
HID Global,HID Global,Identity & Access Management (IAM),Security Devices,hid_global,hid_global,9,9,1,3,4,1,keyword_vendor_product
Hitachi ID Systems Inc.,Hitachi ID Identity and Access Management Suite,Identity & Access Management (IAM),Security Devices,hitachi_id,hitachi_id_identity_and_access_management_suite,0,0,0,0,0,0,keyword_product_only
Oracle,Oracle Identity Governance,Identity & Access Management (IAM),Security Devices,oracle,oracle_identity_governance,0,0,0,0,0,0,keyword_vendor_product
Novell,Identity Management,Identity & Access Management (IAM),Security Devices,novell,identity_management,1,1,0,1,0,0,keyword_vendor_product
Dell,Dell One Identity Manager,Identity & Access Management (IAM),Security Devices,dell,dell_one_identity_manager,0,0,0,0,0,0,keyword_vendor_product
Ping Identity Corp,PingAccess,Identity & Access Management (IAM),Security Devices,ping_identity,pingaccess,4,4,0,2,1,0,keyword_product_only
CA Technologies,CA Identity Governance,Identity & Access Management (IAM),Security Devices,ca,ca_identity_governance,1,1,0,0,1,0,keyword_vendor_product
CA Technologies,CA Identity Portal,Identity & Access Management (IAM),Security Devices,ca,ca_identity_portal,5,5,1,1,3,0,keyword_product_only
LoginRadius Inc.,LoginRadius,Identity & Access Management (IAM),Security Devices,loginradius,loginradius,0,0,0,0,0,0,keyword_product_only
Keeper Security Inc.,Keeper,Identity & Access Management (IAM),Security Devices,keeper_security,keeper,9,9,0,0,8,1,keyword_product_only
IBM,IBM Cloud Identity,Identity & Access Management (IAM),Security Devices,ibm,ibm_cloud_identity,2,2,0,0,2,0,keyword_vendor_product
Centrify Corporation,Centrify Identity Service,Identity & Access Management (IAM),Security Devices,centrify_corporation,centrify_identity_service,0,0,0,0,0,0,keyword_product_only
Tenable Network Security,Tenable Nessus,Other Security Software,Security Devices,tenable_network_security,tenable_nessus,16,16,0,4,11,1,keyword_product_only
Tenable Network Security,Tenable,Other Security Software,Security Devices,tenable_network_security,tenable,46,46,2,18,23,3,keyword_product_only
OWASP,OWASP,Other Security Software,Security Devices,owasp,owasp,60,60,7,18,33,2,keyword_vendor_product
Symantec,Symantec Advanced Threat Protection,Other Security Software,Security Devices,symantec,symantec_advanced_threat_protection,9,9,1,6,2,0,keyword_vendor_product
Barracuda Networks Inc,Barracuda Networks,Other Security Software,Security Devices,barracuda_networks,barracuda_networks,1,1,1,0,0,0,keyword_vendor_product
McAfee Inc.,ePolicy Orchestrator,Other Security Software,Security Devices,mcafee,epolicy_orchestrator,86,86,1,19,45,21,virtualMatchString
Zscaler,Zscaler,Other Security Software,Security Devices,zscaler,zscaler,40,40,3,18,18,1,keyword_vendor_product
Veracode,Veracode,Other Security Software,Security Devices,veracode,veracode,2,2,0,0,2,0,virtualMatchString
Checkmarx,Checkmarx,Other Security Software,Security Devices,checkmarx,checkmarx,5,5,0,3,2,0,keyword_vendor_product
IBM,IBM Security Network Intrusion Prevention System (IPS),Other Security Software,Security Devices,ibm,ibm_security_network_intrusion_prevention_system_(ips),0,0,0,0,0,0,keyword_vendor_product
A10 Networks,A10 Networks,Other Security Software,Security Devices,a10_networks,a10_networks,3,3,1,0,1,0,keyword_vendor_product
NICE Ltd.,Nice Actimize,Other Security Software,Security Devices,nice,nice_actimize,0,0,0,0,0,0,keyword_product_only
Tata Communications,Tata Communications Services,Other Security Software,Security Devices,tata_communications,tata_communications_services,0,0,0,0,0,0,keyword_vendor_product
Trend Micro,Trend Micro Deep Security,Other Security Software,Security Devices,trend_micro,trend_micro_deep_security,20,20,0,14,3,3,keyword_vendor_product
The Apache Software Foundation,Apache Ranger,Other Security Software,Security Devices,the_apache_software_foundation,apache_ranger,26,26,5,10,11,0,keyword_product_only
Acunetix,Acunetix,Other Security Software,Security Devices,acunetix,acunetix,6,6,1,3,1,1,keyword_vendor_product
LANDesk Software,LANDesk Shavlik,Other Security Software,Security Devices,landesk,landesk_shavlik,0,0,0,0,0,0,keyword_product_only
Oracle,Oracle Advanced Security,Other Security Software,Security Devices,oracle,oracle_advanced_security,4,4,0,1,2,1,keyword_vendor_product
McAfee Inc.,McAfee Web Gateway,Other Security Software,Security Devices,mcafee,mcafee_web_gateway,4,4,3,1,0,0,virtualMatchString
iovation Inc.,iovation,Other Security Software,Security Devices,iovation,iovation,0,0,0,0,0,0,keyword_product_only
McAfee Inc.,McAfee Firewall Enterprise,Other Security Software,Security Devices,mcafee,mcafee_firewall_enterprise,0,0,0,0,0,0,keyword_product_only
Accertify,Accertify,Other Security Software,Security Devices,accertify,accertify,0,0,0,0,0,0,keyword_vendor_product
Alert Logic,Alert Logic,Other Security Software,Security Devices,alert_logic,alert_logic,4,4,1,1,2,0,keyword_vendor_product
McAfee Inc.,McAfee SECURE,Other Security Software,Security Devices,mcafee,mcafee_secure,3,3,0,0,2,1,keyword_product_only
Amazon,Amazon Key Management Service,Other Security Software,Security Devices,amazon,amazon_key_management_service,0,0,0,0,0,0,keyword_vendor_product
KnowBe4 Inc,KnowBe4,Other Security Software,Security Devices,knowbe4,knowbe4,1,1,0,0,0,1,keyword_vendor_product
Castle Intelligence Inc.,Castle,Other Security Software,Security Devices,castle_intelligence,castle,53,53,2,23,18,4,keyword_product_only
Illumio Inc,illumio,Other Security Software,Security Devices,illumio,illumio,1,1,1,0,0,0,keyword_product_only
WinMagic,WinMagic,Other Security Software,Security Devices,winmagic,winmagic,3,3,0,3,0,0,keyword_vendor_product
Optiv Security Inc.,Optiv Security,Other Security Software,Security Devices,optiv_security,optiv_security,0,0,0,0,0,0,keyword_product_only
Juniper Networks,Juniper vSRX,Other Security Software,Security Devices,juniper_networks,juniper_vsrx,13,13,1,7,5,0,keyword_vendor_product
Damballa,Damballa,Other Security Software,Security Devices,damballa,damballa,0,0,0,0,0,0,keyword_vendor_product
Oracle,Oracle Audit Vault and Database Firewall,Other Security Software,Security Devices,oracle,oracle_audit_vault_and_database_firewall,5,5,0,2,0,3,keyword_vendor_product
Veriato,Veriato,Other Security Software,Security Devices,veriato,veriato,0,0,0,0,0,0,keyword_vendor_product
Unisys,Unisys Stealth,Other Security Software,Security Devices,unisys,unisys_stealth,10,10,1,6,3,0,keyword_vendor_product
Forcepoint,Forcepoint Stonesoft Next Generation Firewall,Other Security Software,Security Devices,forcepoint,forcepoint_stonesoft_next_generation_firewall,0,0,0,0,0,0,keyword_vendor_product
Mediapro Inc,MediaPro,Other Security Software,Security Devices,mediapro,mediapro,22,22,1,16,5,0,keyword_product_only
HPE,ArcSight Management Center (ArcMC),Other Security Software,Security Devices,hpe,arcsight_management_center_(arcmc),6,6,0,3,3,0,keyword_product_only
